age,workclass,fnlwgt,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country
46,0,202560,0,4,0,5,0,0,0,0,40,0
29,1,153416,6,3,1,0,0,0,0,0,55,0
43,5,244945,6,4,3,4,0,1,0,0,60,0
28,6,175262,9,4,12,4,0,1,0,2002,40,16
32,1,133503,0,4,5,4,0,1,0,0,40,0
34,1,108454,1,4,1,4,0,1,0,0,45,0
24,1,190015,0,3,9,2,0,1,0,0,40,0
27,1,205188,3,4,2,4,0,1,0,0,40,0
55,4,183810,7,4,3,4,0,1,0,0,55,0
23,1,274797,0,3,8,2,0,1,0,0,25,0
38,1,181716,13,4,6,4,0,1,0,0,48,0
42,1,195821,0,2,9,1,0,0,0,0,40,0
36,1,224566,9,3,3,0,0,1,0,1669,45,0
68,4,261897,3,0,10,1,0,1,0,0,20,0
30,1,193598,15,3,10,0,0,1,0,0,40,2
47,1,120131,6,4,9,4,0,1,0,0,40,0
27,1,131310,0,4,4,5,0,0,0,0,40,0
27,1,163942,0,3,6,0,0,1,0,0,35,23
57,4,135134,7,3,10,0,0,1,0,0,20,0
59,1,170988,0,4,9,4,0,1,0,0,55,0
45,1,102076,1,1,3,1,0,0,0,0,32,0
29,1,202878,2,4,10,4,0,1,0,2042,40,0
21,1,215039,0,3,6,2,0,1,0,0,13,1
51,1,284211,0,0,3,1,0,0,0,0,35,0
21,1,27049,1,3,5,2,0,0,0,0,12,0
47,1,220124,0,3,6,0,0,1,0,0,40,0
43,1,242488,1,4,5,4,0,1,5013,0,40,0
17,1,121037,13,3,9,2,0,0,0,0,15,0
22,1,177125,1,3,5,0,0,1,0,0,50,0
30,2,242122,0,2,5,1,1,0,0,0,40,0
51,1,183611,9,1,1,1,0,1,0,0,55,17
38,4,344480,0,4,6,4,0,1,4064,0,40,0
23,1,27776,0,4,4,4,0,1,0,0,40,0
24,1,216181,10,3,2,2,0,1,0,0,40,0
26,1,339952,1,4,1,4,0,1,0,0,60,0
54,3,128378,6,1,1,0,0,1,0,0,40,0
35,1,216473,1,4,5,4,0,1,0,0,50,0
29,1,203833,6,3,3,0,1,1,0,0,40,0
53,6,103995,6,1,3,0,0,0,0,1876,54,0
61,0,202106,0,4,0,4,0,1,0,1902,40,0
20,1,107746,8,3,7,3,0,1,0,0,40,32
23,1,342946,8,3,7,2,0,0,0,0,38,0
45,1,132847,0,3,8,0,0,0,0,0,40,0
43,6,98130,6,1,3,2,0,0,0,0,39,0
38,1,107630,6,4,1,4,0,1,0,0,40,0
52,1,110563,1,4,1,4,0,1,0,0,40,0
45,1,151267,6,3,5,0,1,0,0,0,40,0
23,1,376416,6,3,5,0,0,1,0,0,40,0
28,1,55360,1,3,6,0,1,1,0,0,40,0
56,1,192869,0,4,2,4,0,1,0,0,40,0
59,1,114032,6,1,5,1,0,0,0,0,40,0
19,2,156294,1,3,3,2,0,1,0,0,25,0
32,3,249409,0,3,4,2,1,1,0,0,40,0
47,1,105273,6,0,6,1,1,0,6497,0,40,0
70,0,207627,0,4,0,4,0,1,2228,0,24,0
50,0,23780,7,5,0,3,0,1,0,0,40,0
33,1,176992,1,4,6,4,0,1,0,0,40,0
25,1,124111,0,3,4,0,0,0,0,0,38,0
64,0,178724,0,4,0,5,0,0,0,0,20,0
33,1,547886,6,2,1,1,1,0,0,0,40,0
56,4,95763,0,4,6,4,0,1,0,0,55,0
42,2,345969,6,4,1,4,0,1,0,0,48,0
31,1,61308,3,3,4,0,0,1,0,0,40,0
47,6,200471,0,4,7,4,0,1,5178,0,40,0
17,1,95446,3,3,4,2,0,1,0,0,15,0
32,6,157887,0,4,6,4,0,1,0,0,40,0
47,1,149337,6,3,5,0,0,1,0,0,60,0
39,1,409189,12,4,4,4,0,1,0,0,40,2
38,1,205852,6,4,1,4,0,1,0,0,40,0
47,1,155509,0,2,4,3,1,0,0,0,35,0
24,1,112706,10,3,11,2,0,1,0,0,40,0
28,6,50512,6,3,3,0,0,0,2202,0,50,0
36,1,187983,6,4,3,5,0,0,0,0,40,0
21,1,202214,0,3,2,0,0,0,0,0,40,0
41,1,204410,0,4,6,4,0,1,0,1485,44,0
41,1,307468,0,4,7,4,0,1,0,0,50,0
44,0,190205,2,4,0,4,0,1,0,0,25,0
22,1,355686,1,3,5,0,0,0,0,0,40,0
22,0,236330,1,3,0,2,1,1,0,1721,20,0
30,6,181372,6,4,3,5,0,0,0,0,33,0
49,5,201080,1,1,6,0,0,1,0,0,55,0
59,1,31137,0,4,6,4,0,1,0,0,40,0
62,0,199198,8,1,0,0,1,0,0,0,40,0
51,0,157327,12,4,0,4,1,1,0,0,8,0
39,6,267893,9,4,6,4,1,1,7298,0,40,0
25,1,352806,0,1,4,0,0,0,0,0,40,2
33,1,182556,6,4,1,4,0,1,0,0,40,0
60,1,145664,1,1,9,0,0,0,0,0,48,0
72,1,74141,14,4,1,5,2,0,0,0,48,0
49,4,171540,1,4,10,4,0,1,0,0,60,0
34,1,210736,1,2,5,1,1,0,0,0,40,1
19,1,195805,0,3,9,2,0,0,0,0,12,0
32,1,188154,1,1,2,1,0,0,0,0,40,0
37,1,161141,1,4,6,4,0,1,0,0,40,0
70,4,268832,10,4,10,4,0,1,0,0,24,0
41,0,254630,10,1,0,0,0,1,0,0,80,0
20,1,235691,0,3,9,1,0,1,0,0,40,0
43,1,95634,6,4,4,5,2,0,0,0,45,1
22,1,154713,0,1,9,2,0,1,0,0,40,0
57,1,170287,7,4,11,4,0,1,0,0,40,0
17,0,145258,8,3,0,3,0,0,0,0,25,0
27,1,119170,8,3,1,1,0,0,0,0,45,0
42,1,313945,7,4,9,4,0,1,0,0,40,34
44,1,222434,0,1,2,2,0,1,0,0,40,0
28,1,85812,1,4,9,5,0,0,0,0,40,0
44,2,87282,6,3,3,0,2,0,0,0,38,0
21,1,185948,1,3,9,2,0,1,0,0,35,0
43,1,154538,9,1,6,0,0,1,0,0,40,0
56,1,208451,6,4,3,4,0,1,0,0,40,0
48,5,26145,3,4,10,4,0,1,0,0,80,0
39,1,324420,11,4,6,4,0,1,0,0,45,2
22,1,72310,0,3,7,0,0,1,0,0,70,0
33,1,55717,0,3,6,0,0,1,0,0,40,0
48,0,151584,1,3,0,0,0,1,8614,0,60,0
29,3,41013,5,3,3,0,0,0,0,0,55,0
18,1,168288,0,3,8,2,0,1,0,0,40,0
32,1,262153,0,1,6,1,0,1,0,0,35,0
31,2,1033222,1,4,2,4,0,1,0,0,40,0
42,3,460214,1,4,5,4,0,1,0,0,40,0
39,1,150217,1,1,9,0,0,0,0,0,38,0
27,1,103634,0,1,5,0,0,1,0,0,38,0
17,1,342752,8,3,4,2,0,1,0,0,15,0
48,1,175925,0,4,2,4,0,1,0,0,48,0
58,1,216851,14,3,8,2,0,1,0,0,40,29
43,1,196084,7,4,3,4,0,1,0,0,55,0
40,1,176069,6,1,3,0,0,0,0,0,45,0
31,1,175509,6,3,3,0,0,1,0,0,50,0
43,1,171841,6,4,9,4,0,1,0,0,40,0
22,0,313786,0,1,0,3,1,0,0,0,40,0
38,1,105017,0,1,6,1,0,1,0,0,40,0
48,1,47686,8,4,4,5,0,0,0,0,40,0
43,5,35662,4,4,3,5,0,0,0,0,70,0
25,1,197651,1,3,11,2,0,0,0,0,43,0
33,4,343021,1,3,9,0,0,1,0,0,65,0
35,1,174597,6,4,6,4,0,1,0,0,40,0
29,1,112031,0,1,6,0,0,0,0,0,50,0
38,1,234298,6,1,1,0,0,1,6849,0,60,0
30,1,229051,14,4,4,4,0,1,0,0,37,0
19,1,160811,0,3,9,2,0,1,0,0,38,0
39,1,343403,0,4,9,5,0,0,0,0,36,0
21,6,193130,1,3,5,0,0,0,0,0,40,0
21,1,285522,1,3,6,0,0,1,0,0,40,0
43,1,135606,7,1,1,0,0,0,0,0,50,0
45,1,149640,1,4,6,4,0,1,0,0,40,0
47,1,221666,1,1,11,1,0,0,0,0,40,0
24,1,258120,6,3,9,0,0,1,0,0,55,33
24,1,263498,8,3,6,0,0,1,0,0,40,0
22,1,65704,0,3,9,2,0,0,0,0,40,1
26,1,159603,9,3,5,1,0,0,0,0,32,0
33,4,155151,1,4,9,4,0,1,0,1740,50,0
60,1,232618,6,4,1,4,0,1,0,0,35,0
27,1,200802,1,3,11,0,0,0,0,0,40,0
34,1,28053,6,5,5,0,0,0,0,0,25,0
67,1,105252,7,4,1,4,0,1,0,0,40,0
39,1,190297,4,4,3,4,0,1,99999,0,55,0
68,1,223851,0,4,5,4,0,1,0,0,24,0
50,5,156623,5,4,3,4,2,1,7688,0,50,8
23,1,53513,6,3,1,2,0,0,0,0,45,0
57,3,42298,7,4,1,4,1,1,15024,0,40,0
73,4,102510,2,4,10,4,0,1,6418,0,99,0
51,1,172281,6,2,9,0,0,1,0,0,40,0
18,1,329054,8,3,5,2,0,0,0,0,15,0
35,0,144172,9,4,0,5,0,0,0,0,16,0
39,1,87556,7,3,3,0,0,1,6849,0,40,0
20,0,150084,0,3,0,2,0,1,0,0,25,0
46,1,604380,0,4,4,4,1,1,0,0,40,0
24,1,228960,9,3,5,2,0,0,0,0,40,0
57,1,214619,1,4,6,4,0,1,0,0,40,0
42,1,103932,10,1,3,1,0,0,0,0,40,0
35,1,208378,13,2,2,1,0,0,0,0,40,0
39,5,122742,9,4,1,4,0,1,15024,0,55,0
62,6,68268,0,4,7,4,0,1,0,0,40,0
42,1,115178,6,1,3,1,0,0,0,0,15,0
54,1,326156,1,4,6,4,0,1,0,0,40,0
53,1,239284,0,1,5,1,0,0,0,0,40,0
34,1,192002,6,4,1,4,0,1,0,0,40,0
25,6,182380,0,3,6,2,0,1,0,0,40,0
51,3,223206,4,4,3,4,2,1,15024,0,40,4
45,1,165484,4,4,3,4,0,1,0,0,50,0
29,1,71067,5,3,3,0,0,0,0,0,55,0
47,0,186805,0,4,0,0,0,0,0,0,35,0
18,6,55658,3,3,4,2,0,1,0,0,25,0
39,6,327435,0,1,6,1,0,0,0,0,40,0
37,4,198841,8,4,7,4,0,1,0,0,40,0
41,3,193882,0,3,5,2,0,1,0,0,40,0
31,4,156890,2,4,6,4,0,1,0,0,40,0
44,1,219441,3,3,9,1,3,0,0,0,35,27
19,1,458558,0,4,6,5,0,0,0,0,40,0
40,1,404573,1,3,9,0,0,0,0,0,44,0
38,1,193815,9,4,1,4,0,1,0,0,55,18
42,1,196029,6,4,7,4,0,1,0,0,48,0
46,5,285335,1,4,9,4,0,1,0,0,60,0
44,1,182616,10,4,11,4,0,1,0,0,40,0
38,4,43712,8,4,1,4,0,1,0,1887,45,0
38,1,171344,8,5,7,2,0,1,0,0,36,2
18,6,152171,8,3,12,2,0,1,0,0,10,0
36,1,77820,1,4,6,4,0,1,0,0,40,0
46,1,325372,1,4,1,4,0,1,0,0,40,0
54,1,279129,1,3,11,0,0,1,0,0,40,0
42,1,78765,1,4,6,4,0,1,3103,0,45,0
55,1,199763,0,2,12,0,0,1,0,0,81,0
42,1,186376,6,4,4,4,2,1,0,0,72,8
42,1,250536,1,2,4,1,1,0,0,0,21,28
63,4,179400,0,4,6,4,0,1,2290,0,20,0
21,1,252253,1,3,5,1,1,0,0,0,40,0
42,4,32546,5,1,3,1,0,1,7430,0,40,0
20,1,230113,1,3,4,2,0,1,0,0,50,0
42,1,184857,0,4,6,4,0,1,0,0,16,0
24,1,109869,1,3,4,2,0,1,0,0,40,0
45,1,256649,0,4,2,4,1,1,0,0,40,0
27,1,164924,0,3,6,0,0,1,0,0,40,0
46,1,29696,0,4,1,4,0,1,0,0,40,0
49,1,139268,1,3,6,2,0,1,0,0,40,0
35,1,54953,0,4,6,4,0,1,0,0,40,0
45,1,99179,8,0,5,1,0,0,0,0,40,0
47,1,30457,10,4,4,4,0,1,0,0,40,0
39,1,151248,1,1,9,3,0,0,0,0,35,0
28,1,180928,1,4,8,4,0,1,5013,0,55,0
25,1,193051,6,4,11,4,0,1,0,0,35,0
34,1,511361,1,3,4,2,1,1,0,0,40,0
20,1,653574,1,3,4,2,0,1,0,0,33,29
40,4,204235,7,4,1,4,0,1,99999,0,50,0
37,2,160910,4,4,3,4,0,1,0,0,45,0
19,1,117444,0,3,6,2,0,1,0,0,40,0
67,0,200862,3,3,0,0,1,0,0,0,35,0
43,3,72887,6,5,11,0,2,1,0,0,40,0
90,1,47929,0,4,2,4,0,1,0,0,40,0
29,1,56630,10,4,5,4,0,1,0,0,40,0
31,1,507875,14,4,2,4,0,1,0,0,43,0
21,1,170302,0,3,10,3,0,1,0,0,50,0
22,2,157332,1,3,4,2,0,0,0,0,15,0
19,4,220901,1,3,7,2,0,1,0,0,30,0
55,1,125000,0,4,2,4,0,1,0,0,40,0
32,1,209432,0,3,8,2,0,0,0,0,40,0
38,1,190759,8,4,6,4,0,1,0,0,40,0
42,1,341204,0,1,6,3,0,0,0,0,40,0
49,1,239865,8,4,7,4,0,1,0,0,40,0
35,1,189382,0,1,6,0,0,1,0,0,40,0
62,1,257277,0,0,5,0,0,0,0,0,38,0
45,2,187581,10,4,12,4,0,1,0,0,40,0
43,1,138184,0,1,4,0,1,0,0,1762,35,0
17,1,191260,8,3,4,2,0,1,594,0,10,0
41,1,95047,10,4,5,5,0,0,7688,0,44,0
24,1,30656,0,3,8,0,0,1,0,0,20,0
26,3,95806,1,3,6,0,0,1,3325,0,40,0
27,3,214385,0,3,5,0,1,0,0,0,40,0
39,2,179668,1,4,12,4,0,1,0,0,70,0
31,1,217803,0,1,9,0,0,0,0,0,32,0
35,1,63509,10,4,6,4,0,1,0,0,50,0
61,1,180382,12,4,8,4,0,1,3411,0,45,0
52,1,232024,1,1,5,0,0,0,0,0,60,0
23,2,298871,1,4,5,4,2,1,0,0,40,4
90,6,214594,2,4,12,4,0,1,2653,0,40,0
36,1,101460,0,3,4,0,0,0,0,0,18,0
21,1,82847,1,3,11,0,0,0,0,0,50,0
36,4,151322,6,4,3,4,0,1,0,0,45,0
43,1,143046,0,4,2,5,0,0,0,0,40,3
62,1,192866,1,0,4,0,0,0,0,0,20,0
24,1,228772,12,3,2,3,0,0,0,0,40,2
46,1,218329,1,3,6,2,0,1,0,0,40,0
39,1,175681,6,4,3,4,1,1,0,0,60,1
22,2,293364,1,3,12,2,1,0,0,0,40,0
35,1,30916,0,4,7,4,0,1,0,0,50,0
66,0,149422,2,3,0,0,0,1,0,0,4,0
39,1,193689,1,4,2,4,0,1,0,0,40,0
34,3,194740,1,3,5,0,0,1,0,0,40,0
55,2,153451,0,4,11,5,0,0,0,1887,40,0
28,1,54042,10,3,4,0,0,0,2463,0,35,0
52,1,82285,6,5,4,3,1,0,0,0,40,28
44,1,113324,0,4,6,4,0,1,0,0,40,0
34,1,235124,0,3,4,1,1,0,0,0,35,0
42,1,252518,5,4,1,4,0,1,15024,0,40,0
41,1,82319,13,4,4,5,0,0,0,0,10,0
39,1,146091,6,4,3,5,0,0,0,0,20,0
20,1,344278,8,2,4,2,0,0,0,0,40,0
22,5,40767,1,4,6,4,0,1,0,0,40,0
31,1,176831,3,1,9,3,0,0,0,0,40,0
46,2,363875,1,1,12,1,4,0,0,0,40,0
38,3,115433,9,4,5,5,0,0,7688,0,33,0
45,5,149865,6,4,2,4,0,1,0,0,60,0
56,1,226985,9,4,4,4,0,1,0,0,50,0
25,1,248313,10,3,5,0,0,0,0,0,40,0
47,1,105381,0,1,9,0,0,0,0,0,40,0
44,0,248876,6,1,0,0,0,1,0,0,50,0
55,0,227203,9,5,0,0,0,0,0,0,5,0
36,1,334291,0,4,9,4,0,1,0,0,40,0
47,1,114754,0,4,5,4,0,1,0,0,40,0
43,1,51506,13,4,7,4,0,1,0,0,40,0
26,4,213258,0,1,10,1,0,1,0,0,65,0
32,1,136935,0,3,4,1,1,0,0,0,13,0
40,1,104892,6,4,11,4,0,1,0,0,40,0
39,1,255503,6,3,1,0,0,1,0,0,40,0
30,1,39150,0,4,2,4,0,1,0,0,40,0
55,1,156430,6,4,3,4,0,1,0,0,40,0
44,3,102238,0,1,6,1,0,1,0,0,40,0
22,1,192017,0,3,3,0,0,1,0,0,40,0
30,1,218551,10,4,9,4,0,1,0,0,45,0
68,1,192829,9,1,1,0,0,0,0,0,43,0
26,1,66638,6,3,1,0,0,0,0,0,50,0
31,1,375680,6,3,3,1,1,0,0,0,40,1
21,1,249727,0,3,4,2,0,1,0,0,22,0
48,5,181307,0,4,6,4,0,1,0,0,60,0
29,4,404998,10,4,10,4,0,1,0,0,90,0
45,3,283037,6,4,1,4,0,1,0,0,40,0
25,1,131976,6,3,1,2,0,1,0,0,55,0
58,1,177368,0,4,6,4,0,1,0,0,40,0
55,1,196126,6,2,6,0,0,1,0,0,40,1
28,1,192283,7,5,9,0,0,0,0,0,80,0
31,1,147215,13,1,4,1,0,0,0,0,21,0
52,1,89041,0,4,6,4,0,1,0,0,40,0
40,2,34218,0,4,6,4,0,1,0,0,40,0
49,1,314773,10,4,3,4,0,1,0,0,40,0
54,0,148657,15,4,0,5,0,0,0,0,40,2
23,1,315065,1,3,4,1,0,1,0,0,35,2
20,1,494784,0,3,9,3,1,0,0,0,35,0
42,1,198619,10,4,2,4,0,1,0,0,40,0
21,1,143062,1,3,4,2,0,1,0,0,32,0
51,4,149770,0,1,9,0,0,0,0,0,44,0
40,1,89226,6,4,9,4,0,1,0,0,40,0
42,1,100800,0,3,6,0,0,1,0,0,40,0
37,1,186191,0,4,2,4,0,1,0,0,46,0
42,1,195584,9,2,5,1,1,0,0,0,40,0
51,6,319054,0,4,7,4,1,1,0,0,60,0
36,1,607848,1,4,9,4,0,1,7688,0,45,0
30,1,186346,6,3,1,0,0,0,0,0,50,0
29,5,130856,0,4,1,4,0,1,0,0,45,0
23,1,197387,0,3,6,2,0,1,0,0,37,2
32,1,154571,1,3,4,3,2,1,0,0,40,1
56,1,231781,0,4,9,4,0,1,0,0,40,0
31,1,295922,1,3,5,0,0,1,0,0,40,0
25,1,273876,6,3,9,0,0,1,0,0,65,0
22,1,505980,0,3,8,2,0,1,0,0,40,0
58,1,94429,1,4,6,4,0,1,0,0,40,0
42,6,142756,6,1,3,0,0,0,0,0,50,0
59,4,309124,0,4,7,4,0,1,0,0,40,0
42,1,79036,0,1,8,1,0,1,0,0,40,0
48,1,194772,9,4,9,4,0,1,0,1902,40,0
28,1,181776,6,3,4,0,0,0,0,0,50,0
24,1,119156,0,3,8,2,0,1,0,0,40,0
21,1,44793,1,3,5,0,0,1,0,0,65,0
35,1,215310,8,1,8,3,0,1,0,0,40,0
38,1,351299,1,4,7,4,1,1,0,0,50,0
51,1,215647,0,1,3,0,0,0,0,0,43,0
27,6,229223,1,3,12,2,0,0,0,0,40,0
28,1,480861,0,4,2,4,0,1,0,0,45,0
47,4,274800,6,4,3,4,0,1,0,0,60,0
37,1,177974,1,4,2,4,0,1,0,0,70,0
22,0,32732,1,3,0,2,0,1,0,0,50,0
38,1,204756,0,3,9,2,0,0,0,0,40,0
62,1,311495,1,1,1,0,0,0,0,0,40,0
38,1,180303,6,4,1,4,2,1,0,0,50,19
48,1,329778,0,0,4,1,0,0,0,0,40,0
25,1,132683,0,3,14,0,0,0,0,0,50,0
47,6,219632,9,2,1,0,0,1,0,1408,40,0
30,1,63861,9,3,11,0,0,0,0,0,40,0
35,4,190895,6,1,1,0,0,1,0,0,25,0
26,1,102106,3,4,5,5,0,0,0,0,40,0
37,1,259089,6,1,1,0,0,1,0,0,40,0
17,0,181337,3,3,0,2,3,0,0,0,20,0
33,6,246291,6,3,3,0,0,0,0,0,46,0
33,1,258932,0,1,1,0,0,0,0,0,40,0
48,1,425199,1,1,9,1,0,1,0,0,45,0
19,1,216647,1,3,4,0,0,0,0,0,30,0
40,4,27242,0,4,10,4,0,1,0,0,84,0
24,1,107882,0,3,9,0,0,0,0,0,40,0
47,1,278900,0,4,6,4,0,1,0,0,40,0
72,5,172407,5,4,3,4,0,1,99999,0,50,0
37,1,545483,9,4,10,4,0,1,0,0,40,0
77,0,143516,7,4,0,4,0,1,0,0,8,0
27,1,289484,1,3,5,2,0,0,0,0,40,0
23,1,164231,8,2,3,2,0,1,0,0,35,0
26,1,269060,6,3,5,2,0,0,0,0,40,0
33,1,118941,6,4,1,5,0,0,0,0,32,0
27,1,347153,1,3,7,3,0,1,0,0,40,0
65,1,192133,0,4,6,4,0,1,2290,0,40,3
74,1,211075,0,4,4,4,0,1,0,0,30,0
27,1,198258,6,3,9,2,0,1,0,0,35,0
56,6,242670,1,0,5,1,0,0,0,0,40,0
29,0,189765,12,4,0,5,0,0,0,0,40,0
35,1,242094,0,4,4,3,1,1,0,0,40,0
68,1,211162,0,4,1,4,0,1,0,0,40,0
20,1,26842,1,3,2,0,0,0,2176,0,40,0
48,1,167159,10,3,5,1,0,1,0,0,40,0
25,2,218184,6,3,12,0,1,0,0,0,40,0
63,1,172740,1,4,3,4,0,1,0,0,40,0
35,1,28160,6,5,1,1,0,0,0,0,40,0
22,1,349368,1,4,5,5,0,0,0,0,40,0
38,1,103925,0,3,5,1,0,0,0,0,35,0
35,1,58343,0,4,9,4,0,1,0,0,44,0
26,6,283217,1,3,12,2,0,1,0,0,40,0
30,1,236599,0,4,1,4,0,1,0,0,50,0
27,2,280618,7,3,3,0,0,1,0,0,40,0
36,1,31438,8,4,7,4,0,1,0,0,43,0
32,1,240888,9,1,5,1,0,0,0,0,40,0
55,1,90414,6,5,6,1,0,0,0,0,55,23
21,1,301408,1,3,9,2,0,0,0,1602,22,0
35,4,31095,10,3,10,0,0,1,0,0,60,0
47,4,177457,1,4,4,4,1,1,0,0,40,0
55,0,123382,0,2,0,0,1,0,0,2001,40,0
51,1,673764,7,3,3,0,0,1,27828,0,40,0
25,6,334267,1,4,1,4,0,1,0,0,40,0
56,5,109856,6,4,1,4,0,1,15024,0,50,0
32,1,231413,0,4,2,4,0,1,0,0,40,0
25,1,181054,6,3,9,0,0,0,0,0,40,0
27,1,213921,0,3,4,2,0,1,0,0,40,2
24,1,201680,0,3,6,2,0,1,0,0,40,0
58,1,407138,2,4,2,4,0,1,2936,0,50,2
52,1,117496,6,1,3,1,0,0,0,1755,40,0
41,4,227065,1,2,6,0,0,1,0,0,40,0
31,1,114937,6,4,3,4,0,1,0,0,35,0
56,1,160932,0,4,7,4,0,1,0,0,44,0
42,0,175935,0,2,0,1,0,1,0,0,40,0
38,4,152621,6,4,10,4,0,1,0,0,99,0
33,5,289886,0,3,4,1,2,1,0,0,40,4
36,1,103605,0,4,8,4,0,1,0,0,40,0
19,1,285263,0,3,5,2,0,1,0,0,40,0
38,1,190895,6,4,1,4,0,1,7298,0,50,0
27,5,120126,14,3,6,2,0,1,0,0,40,0
63,1,114011,0,2,6,0,0,0,0,0,20,0
23,0,194031,1,3,0,0,0,0,0,0,25,0
32,1,24961,10,4,11,4,0,1,0,0,40,0
37,1,151764,1,4,1,4,0,1,0,0,50,0
58,5,89922,10,4,1,4,0,1,15024,0,40,0
43,5,240504,1,4,1,4,0,1,0,0,70,0
39,1,103260,6,4,6,5,0,0,0,0,30,0
31,1,42485,0,4,2,4,0,1,0,0,55,0
35,1,138992,7,4,3,3,0,1,7298,0,40,0
27,1,189974,1,1,5,2,0,0,0,0,20,0
33,1,91666,13,1,1,0,0,1,0,0,40,0
49,1,168216,2,4,2,4,0,1,0,0,48,0
41,1,58484,6,4,1,5,0,0,0,0,40,0
20,1,184678,0,3,9,0,0,0,0,0,32,0
33,4,218164,0,4,6,4,0,1,0,0,40,0
40,1,336707,10,2,6,0,0,0,0,0,60,0
34,1,199864,1,4,5,5,0,0,0,2057,40,0
29,1,370494,0,3,4,1,0,0,0,0,40,2
38,1,119741,7,4,6,4,1,1,0,0,40,0
18,0,195981,0,0,0,2,0,1,0,0,40,0
30,2,343789,1,4,5,4,0,1,0,0,40,0
35,1,215323,10,1,4,1,0,0,0,0,35,0
32,1,94235,0,4,6,4,0,1,0,0,40,0
29,1,244566,0,1,2,1,0,1,0,0,40,0
24,1,230248,2,2,2,2,0,1,0,0,40,0
34,1,277314,9,4,9,4,1,1,0,1902,50,0
44,1,456236,7,4,5,4,0,1,0,0,40,0
46,6,344172,9,4,12,4,0,1,0,0,49,0
34,1,261799,10,4,5,4,1,1,0,0,45,0
33,1,73054,0,1,9,1,0,0,0,0,40,0
24,1,249909,0,4,8,4,0,1,0,0,50,0
53,5,220786,1,0,9,0,0,0,0,0,60,0
29,1,78261,0,4,2,4,0,1,0,0,40,0
33,1,261511,0,4,6,4,0,1,0,0,40,0
18,1,62972,8,3,4,2,0,1,0,0,16,0
53,1,127117,0,4,2,4,0,1,0,0,40,0
22,3,100345,0,3,8,2,0,1,0,0,43,0
47,1,202322,12,4,8,4,0,1,0,0,40,2
29,1,179008,0,4,10,4,0,1,0,0,55,0
32,1,42485,0,1,6,1,0,1,0,0,40,0
37,1,325538,0,3,1,2,0,1,0,0,60,1
42,5,78765,1,1,1,1,0,1,0,0,90,0
19,1,252862,10,3,3,2,0,0,0,0,40,0
34,1,134737,10,4,2,4,0,1,0,0,40,0
19,1,311974,11,3,2,3,0,1,0,0,40,2
39,6,249392,7,4,3,4,0,1,0,0,72,0
30,1,154587,0,3,4,0,0,1,0,0,40,13
31,6,144949,0,1,6,1,0,1,0,0,40,0
53,1,82646,4,1,1,0,0,0,0,0,55,0
27,1,99897,1,4,11,4,0,1,0,0,40,0
52,5,49069,1,4,5,5,0,0,0,0,40,0
26,1,121040,9,3,1,2,1,0,0,0,40,0
56,3,317847,6,1,5,0,0,1,0,0,40,0
56,1,147989,1,5,7,0,0,1,0,0,40,0
47,1,176140,0,1,1,1,1,0,0,0,40,0
43,4,292175,7,1,1,1,0,0,0,0,45,0
42,1,170230,6,1,1,0,0,0,0,0,55,0
29,1,132686,0,1,2,1,0,1,0,0,40,0
21,1,216070,9,4,5,5,4,0,0,0,46,0
26,2,105787,6,3,3,2,0,1,0,0,40,0
24,1,187115,6,3,3,2,0,0,0,0,20,0
27,1,152246,0,3,2,2,2,1,0,0,40,8
29,1,178778,1,3,4,0,0,1,0,0,40,0
27,1,137645,6,3,9,0,1,0,0,1590,40,0
56,1,187487,0,4,6,4,0,1,0,0,48,0
37,1,80638,6,4,4,4,2,1,0,0,30,5
29,3,184723,1,3,4,0,0,0,0,0,40,0
28,2,119793,1,4,12,4,0,1,0,0,40,0
31,1,36069,0,3,6,0,0,1,0,0,35,0
31,1,87054,0,4,6,4,0,1,0,0,50,0
41,1,153031,1,4,9,4,0,1,0,0,65,0
43,1,59107,0,2,4,0,0,0,4101,0,40,0
36,1,98389,9,4,1,4,0,1,0,0,44,0
29,1,172865,0,4,2,4,0,1,0,0,50,0
31,1,139822,0,4,5,5,0,0,0,0,40,0
18,1,151386,0,5,4,2,1,1,0,0,40,33
33,1,63079,0,1,5,1,1,0,0,0,40,0
42,1,287244,0,4,6,4,0,1,0,0,55,0
28,5,80158,0,3,1,2,0,1,0,0,40,0
55,4,161334,0,0,4,0,0,0,0,0,25,26
47,1,218435,0,5,9,1,0,0,0,0,20,22
35,1,220098,0,4,4,5,0,0,0,0,40,0
41,4,254818,7,1,8,1,0,1,0,0,40,25
24,1,136310,1,4,11,4,0,1,0,0,40,0
22,1,226327,1,3,5,2,0,0,0,0,40,0
52,1,217663,0,4,9,4,0,1,0,0,45,0
28,1,129460,10,4,8,5,0,0,0,0,30,34
61,1,119684,5,4,3,4,0,1,15024,0,20,0
19,1,376540,0,3,5,0,0,0,0,0,30,0
51,1,386773,6,3,9,0,0,1,0,0,55,0
59,1,91384,4,4,3,4,0,1,0,0,60,0
35,1,190728,0,1,3,1,0,0,0,0,40,0
41,1,185132,6,3,3,0,0,0,0,0,45,0
61,4,268831,0,4,9,4,0,1,0,0,53,0
26,1,386585,1,1,11,0,0,1,0,0,60,0
21,1,126613,1,3,4,2,0,0,0,0,40,0
